cohort	label	config	runtime_family	scenario_set	scenario_count	trials	expected_trajectories	source	cell	description	tags
mitigation_all31x5_full	PE_TD_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_td_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_GUARD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_TD_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_td_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_REPAIR	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_T_ADJ	configs/config_universe/generated/mitigation_all31x5_full/pe_t_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T_ADJ	Plan-Execute optimized MCP transport; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_T_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/pe_t_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T_BASELINE	Plan-Execute optimized MCP transport; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_T_GUARD	configs/config_universe/generated/mitigation_all31x5_full/pe_t_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T_GUARD	Plan-Execute optimized MCP transport; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	PE_T_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/pe_t_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T_REPAIR	Plan-Execute optimized MCP transport; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_D_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_d_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D_ADJ	Verified PE with local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_D_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_d_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D_BASELINE	Verified PE with local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_D_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_d_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D_GUARD	Verified PE with local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_D_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_d_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_D_REPAIR	Verified PE with local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_M_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_m_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M_ADJ	Verified PE MCP baseline; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_M_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_m_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M_BASELINE	Verified PE MCP baseline; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_M_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_m_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M_GUARD	Verified PE MCP baseline; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_M_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_m_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_M_REPAIR	Verified PE MCP baseline; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_D_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_s_d_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D_ADJ	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_D_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_s_d_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D_BASELINE	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_D_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_s_d_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D_GUARD	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_D_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_s_d_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_D_REPAIR	Verified PE plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_M_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_s_m_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M_ADJ	Verified PE plus Self-Ask on MCP baseline; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_M_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_s_m_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M_BASELINE	Verified PE plus Self-Ask on MCP baseline; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_M_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_s_m_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M_GUARD	Verified PE plus Self-Ask on MCP baseline; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_M_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_s_m_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_M_REPAIR	Verified PE plus Self-Ask on MCP baseline; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_TD_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_s_td_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD_ADJ	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_TD_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_s_td_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD_BASELINE	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_TD_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_s_td_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD_GUARD	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_TD_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_s_td_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_TD_REPAIR	Verified PE plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_T_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_s_t_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T_ADJ	Verified PE plus Self-Ask with optimized MCP transport; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_T_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_s_t_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T_BASELINE	Verified PE plus Self-Ask with optimized MCP transport; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_T_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_s_t_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T_GUARD	Verified PE plus Self-Ask with optimized MCP transport; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_S_T_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_s_t_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_self_ask_mcp_baseline.env	V_S_T_REPAIR	Verified PE plus Self-Ask with optimized MCP transport; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_TD_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_td_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD_ADJ	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_TD_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_td_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD_BASELINE	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_TD_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_td_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD_GUARD	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_TD_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_td_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_TD_REPAIR	Verified PE optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_T_ADJ	configs/config_universe/generated/mitigation_all31x5_full/v_t_adj.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T_ADJ	Verified PE optimized MCP transport; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_T_BASELINE	configs/config_universe/generated/mitigation_all31x5_full/v_t_baseline.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T_BASELINE	Verified PE optimized MCP transport; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_T_GUARD	configs/config_universe/generated/mitigation_all31x5_full/v_t_guard.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T_GUARD	Verified PE optimized MCP transport; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_all31x5_full	V_T_REPAIR	configs/config_universe/generated/mitigation_all31x5_full/v_t_repair.env	config_universe_mitigation	smartgrid_all31_v1	31	5	155	configs/experiment2/exp2_cell_Z_verified_pe_mcp_baseline.env	V_T_REPAIR	Verified PE optimized MCP transport; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_D_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_d_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_ADJ	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_D_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_d_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_BASELINE	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_D_GUARD	configs/config_universe/generated/mitigation_generated5x5_full/pe_d_guard.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_GUARD	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_D_REPAIR	configs/config_universe/generated/mitigation_generated5x5_full/pe_d_repair.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_D_REPAIR	Plan-Execute with local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_M_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_m_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_ADJ	Plan-Execute MCP baseline; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_M_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_m_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_BASELINE	Plan-Execute MCP baseline; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_M_GUARD	configs/config_universe/generated/mitigation_generated5x5_full/pe_m_guard.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_GUARD	Plan-Execute MCP baseline; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_M_REPAIR	configs/config_universe/generated/mitigation_generated5x5_full/pe_m_repair.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_M_REPAIR	Plan-Execute MCP baseline; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_D_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_d_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_ADJ	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_D_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_d_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_BASELINE	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_D_GUARD	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_d_guard.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_GUARD	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_D_REPAIR	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_d_repair.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_D_REPAIR	Plan-Execute plus Self-Ask with local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_M_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_m_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_ADJ	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_M_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_m_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_BASELINE	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_M_GUARD	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_m_guard.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_GUARD	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_M_REPAIR	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_m_repair.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_M_REPAIR	Plan-Execute plus Self-Ask on MCP baseline; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_TD_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_td_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_ADJ	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_TD_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_td_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_BASELINE	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_TD_GUARD	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_td_guard.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_GUARD	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_TD_REPAIR	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_td_repair.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_TD_REPAIR	Plan-Execute plus Self-Ask, optimized MCP, and local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_T_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_t_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_ADJ	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_T_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_t_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_BASELINE	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_T_GUARD	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_t_guard.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_GUARD	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_S_T_REPAIR	configs/config_universe/generated/mitigation_generated5x5_full/pe_s_t_repair.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_self_ask_mcp_baseline.env	PE_S_T_REPAIR	Plan-Execute plus Self-Ask with optimized MCP transport; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_TD_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_td_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_ADJ	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_TD_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_td_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_BASELINE	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_TD_GUARD	configs/config_universe/generated/mitigation_generated5x5_full/pe_td_guard.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_GUARD	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung GUARD: missing-evidence detector only	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_TD_REPAIR	configs/config_universe/generated/mitigation_generated5x5_full/pe_td_repair.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_TD_REPAIR	Plan-Execute optimized MCP plus local INT8/BF16/fp8KV serving; mitigation rung REPAIR: missing-evidence detector plus retry/replan repair	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_T_ADJ	configs/config_universe/generated/mitigation_generated5x5_full/pe_t_adj.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T_ADJ	Plan-Execute optimized MCP transport; mitigation rung ADJ: repair plus explicit fault/risk adjudication	config_universe,failure_mitigation,full_cross_product
mitigation_generated5x5_full	PE_T_BASELINE	configs/config_universe/generated/mitigation_generated5x5_full/pe_t_baseline.env	config_universe_mitigation	smartgrid_generated_review5_20260503	5	5	25	configs/experiment2/exp2_cell_Y_pe_mcp_baseline.env	PE_T_BASELINE	Plan-Execute optimized MCP transport; mitigation rung BASELINE: no mitigation flags	config_universe,failure_mitigation,full_cross_product
